11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
5,5,5,5,5,5,6,11,11,11,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,11,11,4,5,5
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
9,9,9,9,9,9,10,11,11,11,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,4,9,9
